day_of_month,weekday,month,year,hour_of_day,minute_of_hour,author,body
10,Tuesday,March,2020,18,1,Waverly,I told the lady the meaning of her expression as she walked through the room
4,Thursday,November,2021,22,12,Waverly,I told myself it was too much for her but she asked if I was going to do anything for her
26,Tuesday,November,2019,7,20,Therese,I must be ready if she would make me an answer which I did
15,Monday,July,2019,15,14,Arizona,I said if I could wait until she got back to me I had enough time to get away safely and then I knew
17,Monday,May,2021,12,17,Therese,<Media omitted>
13,Friday,March,2020,11,4,Carol,I think you’d like them
24,Wednesday,March,2021,7,0,Waverly,I think that has been great success for us
2,Thursday,January,2020,1,57,Bette Porter,"KELLEY: You have, uh, said that there was a difference from the beginning of the year"
12,Friday,April,2019,19,59,Therese,"When we first got here, as you know, was it like you had a full band of people present?

MRS FERNANDEZ: It was, uh – not like we only had a few people there, but all the other people that worked and that worked in that building"
23,Tuesday,February,2021,0,43,Waverly,"KELLEY: Yeah, and you know, the group that I had met in Denver a couple of years ago was, in some ways, like the first full band in a while"
22,Thursday,August,2019,14,19,Carol,"And it was, on one level, you know, it was an amazing group of people that wanted to work"
20,Sunday,September,2020,11,30,Arizona,MRS FERNANDEZ: That is true
3,Tuesday,March,2020,9,26,Therese,"KELLEY: But you had that group of people — as was the case with the band, um — not many people from the beginning"
24,Monday,February,2020,22,39,Arizona,"But how did you, uh, meet and work with a band so small and so small that there were not even 20 in that group of people? And how did you keep doing that? What's the problem?

MRS FERNANDEZ: Well, my first job"
14,Wednesday,April,2021,3,49,Bette Porter,K
21,Monday,September,2020,10,52,Carol,Invite me ’round
2,Thursday,December,2021,14,32,Waverly,"Would you let me come see you tomorrow evening?


Oh that's lovely"
4,Saturday,December,2021,19,39,Carol,It's very cool to hear that you'd enjoy the opportunity to play with all seven and a half women
25,Saturday,May,2019,23,17,Carol,"You are, I suppose, the best of the lot"
14,Friday,June,2019,8,19,Therese,The best of the best of the best
30,Monday,December,2019,5,55,Carol,"You tell me of a time recently when I would be doing this for you when you were twelve? And would you ever consider this for a boy or a girl?


Oh God I would just be twenty years old"
14,Monday,December,2020,8,11,Therese,It's not that difficult
26,Wednesday,August,2020,9,55,Carol,There's a way
6,Monday,July,2020,21,15,Waverly,No way
12,Friday,February,2021,3,10,Waverly,"Well, what did you do when you were a boy?


Well, I would probably do that for every girl of every age and every class in the country"
18,Thursday,March,2021,3,36,Bette Porter,"You would not think about it, the truth of the matter"
27,Monday,January,2020,15,18,Bette Porter,"In fact, you never would"
2,Friday,July,2021,22,25,Arizona,I like this question because maybe all this is going on now
24,Tuesday,September,2019,5,31,Arizona,I think about it sometimes
2,Saturday,November,2019,5,4,Carol,"But as soon as you're twelve, it's not going to be because you're a good guy—it's going to be because you want me to play with you"
1,Monday,April,2019,22,0,Bette Porter,"I'm glad you want me to play with you! Well, now I look at you"
18,Tuesday,August,2020,15,38,Therese,I'm sorry to see you so small
26,Wednesday,June,2019,15,10,Therese,<Media omitted>
4,Friday,October,2019,15,4,Carol,Go back home
28,Saturday,November,2020,20,24,Bette Porter,Take your bag
23,Wednesday,September,2020,22,0,Carol,The whole room will be safe
5,Friday,November,2021,2,56,Waverly,"I'll do my best!


Thank you"
27,Tuesday,August,2019,10,11,Carol,"Anyway, the apartment’s a nice big one"
23,Tuesday,November,2021,1,32,Waverly,Big enough for two
20,Sunday,October,2019,4,55,Therese,I was hoping you might like to come live with me but I guess you won’t
25,Tuesday,August,2020,23,58,Therese,Would you? Oh
17,Tuesday,November,2020,11,50,Waverly,<Media omitted>
19,Sunday,July,2020,9,7,Bette Porter,"Well, you might want to make friends with me if you want, but I'm not going to hurt you"
24,Monday,May,2021,4,17,Arizona,"I'll show you things you'll like’ And in the coming days, when I am in your presence, you may even see my body"
2,Saturday,May,2020,12,24,Waverly,"Just like that’ I can't tell you the name’ but I'll let you know if you like it, or you might want to wait for me to leave"
4,Tuesday,August,2020,16,33,Carol,"What else should you expect? Well, we will just have a few days at work and you may find one of those little nugget shops that are just as good as the rest ’ so there you go"
10,Sunday,November,2019,12,42,Therese,<Media omitted>
30,Friday,April,2021,22,14,Arizona,"Well, you might think that, but I'm in the past, so that might be just wrong"
6,Wednesday,January,2021,7,21,Waverly,"But if you are, then you will soon be able to be me, too, so this is how I will make you feel’ You've never felt good before"
21,Tuesday,January,2020,20,49,Bette Porter,<Media omitted>
9,Thursday,September,2021,21,17,Carol,I don't want to go anywhere
2,Saturday,February,2019,17,20,Bette Porter,I
16,Tuesday,April,2019,11,36,Bette Porter,<Media omitted>
11,Tuesday,August,2020,20,40,Waverly,"If I wanted you, I would have chosen to see you only once in my life, right? If"
17,Thursday,December,2020,13,25,Bette Porter,Would you let me come see you tomorrow evening? This is it
14,Saturday,August,2021,3,32,Bette Porter,I'm sorry
24,Friday,September,2021,11,41,Arizona,""" ""I'd like you to come in before you're too old,"" she assured him"
21,Saturday,September,2019,23,54,Therese,<Media omitted>
17,Sunday,March,2019,5,6,Therese,"""

The room shook at the sight of Kato's naked form shaking at her in the kitchen"
25,Sunday,October,2020,13,9,Bette Porter,"They stood in silent silence for long moments until, even with his head in his lap, she spoke;

""I'll take care of myself first"
10,Sunday,November,2019,21,45,Therese,<Media omitted>
7,Friday,May,2021,11,4,Therese,"""

Kato was standing behind Kato, his back against his sister's arms"
17,Wednesday,February,2021,17,30,Carol,It went on for a few moments
13,Wednesday,February,2019,7,42,Bette Porter,"This, being a scene of fear, did not help aching nerves"
6,Wednesday,March,2019,6,27,Therese,"The room turned back to Kato, now on the other side of the bed on a sofa, and her lips parted behind his back"
13,Saturday,April,2019,17,31,Carol,"Kato's face was flushed, but he could never completely say anything, for fear of running into his sister"
3,Monday,February,2020,6,22,Therese,"She held his hand to her forehead, just in case the sun had set on them, but to be blunt, they just stayed the whole time"
24,Sunday,October,2021,8,48,Arizona,<Media omitted>
6,Monday,July,2020,12,9,Carol,"""The situation is even worse, you know, that I never met with any of you before,"" Kato asked"
21,Sunday,June,2020,19,18,Bette Porter,"""But your parents came"
30,Thursday,April,2020,18,55,Arizona,We couldn't see it because of
3,Sunday,October,2021,8,44,Therese,Maybe you’d like to come visit me sometime
16,Thursday,January,2020,17,55,Waverly,♡♡I'm afraid the house's locked
26,Saturday,October,2019,7,12,Carol,"""

「Wake up and put the door through my hands"
18,Saturday,January,2020,0,39,Arizona,You can't leave the room without me already
11,Saturday,July,2020,2,1,Waverly,"I must protect you, so don't worry too much about it!」

Before walking out and leaving the office…

「I hear it's coming home to eat"
22,Tuesday,October,2019,13,31,Carol,Let's head out to the field to relax
25,Saturday,July,2020,7,59,Bette Porter,<Media omitted>
20,Saturday,July,2019,15,38,Carol,On rainy days (after the rainy season) the flowers are abundant
15,Sunday,March,2020,20,20,Arizona,The farm that you were staying at started growing in September (at Iwanamaka Peak) and I stayed at the farm
31,Tuesday,December,2019,17,43,Carol,"The flower beds were growing at about 3,000 years old (in the future those flowers were about to disappear)"
7,Saturday,March,2020,22,56,Carol,My field was also filled with butterflies
25,Wednesday,March,2020,8,25,Arizona,"Because of their popularity, the butterflies used in all of their activities spread in the field's fields (especially the butterfly garden)"
29,Monday,April,2019,21,58,Carol,They moved around the fields in large numbers
30,Friday,July,2021,1,29,Arizona,「Gone
29,Tuesday,December,2020,13,5,Waverly,"Leaving is more difficult for us because they have to deal with our natural environment, and I can't bring myself to enter it (even if I were a little tired)」

(That's why I'm doing a lot of fighting for my life while at that farm"
8,Friday,May,2020,3,5,Waverly,<Media omitted>
23,Tuesday,June,2020,18,38,Arizona,Would you like to come visit me this Sunday? I can work you up at 4pm
21,Monday,December,2020,0,23,Bette Porter,"Would you let me come see you tomorrow evening?

Hearing the crowd claps, I said hello to my son, his uncle"
29,Monday,July,2019,17,44,Waverly,"I had met him a few months ago, and he came over to my house this past weekend and sat on a bed all naked"
16,Thursday,September,2021,13,20,Bette Porter,A woman in a white-and-gold polka-dot shirt and bright red shoes started to turn the other way once I noticed her
29,Sunday,August,2021,2,2,Therese,"I came over, and she had just brought a piece of newspaper out from the corner of the living room"
12,Saturday,January,2019,16,3,Therese,"The next thing I knew, her face was covered in blood"
1,Friday,May,2020,15,45,Waverly,"The skin around her eyes, the flesh in them, the blood that she had left behind, and in her hair were the blood, that was all covered, blood that she had left behind in the bathroom sink, and in all her red jeans, and the last thing she held in her arm was a tear"
2,Tuesday,March,2021,18,1,Arizona,I was the first person to get the tear
7,Wednesday,July,2021,16,50,Waverly,"For a second, I felt bad"
12,Wednesday,June,2019,3,6,Bette Porter,I thought I was just going to die
1,Saturday,August,2020,13,36,Therese,I was terrified
13,Saturday,April,2019,4,14,Therese,"I felt so much worse, it was just too far forward for that"
30,Saturday,May,2020,22,3,Waverly,"""Why are you looking at my nose?"" she asked through a glass window"
4,Saturday,January,2020,18,0,Carol,<Media omitted>
12,Thursday,December,2019,11,37,Bette Porter,"""We've both eaten here this weekend"
16,Wednesday,December,2020,21,32,Waverly,<Media omitted>
1,Monday,February,2021,17,14,Therese,<Media omitted>
17,Saturday,July,2021,17,20,Waverly,"There were other people with me sitting nearby, watching television"
3,Saturday,July,2021,18,12,Therese,<Media omitted>
12,Wednesday,February,2020,18,10,Bette Porter,I told
12,Saturday,October,2019,23,59,Bette Porter,"What do you do on Sundays?

Merry Christmas all guys"
17,Saturday,October,2020,20,49,Therese,Thank you all for your support
28,Friday,February,2020,22,10,Therese,I’m going away for awhile
3,Saturday,August,2019,19,53,Carol,<Media omitted>
12,Friday,July,2019,3,27,Therese,West
24,Saturday,October,2020,19,44,Therese,<Media omitted>
10,Tuesday,March,2020,15,21,Waverly,<Media omitted>
21,Sunday,November,2021,8,58,Arizona,"Would you?

I began to run"
31,Saturday,August,2019,17,36,Waverly,I knew how many miles to pass the red-light district before my eyes
13,Monday,May,2019,18,55,Therese,But I didn't expect I'd get out of there fast enough
7,Saturday,December,2019,8,12,Bette Porter,"""I'll get you into two vehicles,"" said an officer, standing by"
8,Friday,November,2019,10,48,Bette Porter,"As he exited the vehicle, the other officer was on his knees"
15,Friday,May,2020,15,24,Bette Porter,It took so long to reach down my pants and open my pockets that it seemed to work
9,Wednesday,September,2020,3,50,Bette Porter,A few fingers slipped under my shorts to pull my pants underneath them
4,Monday,March,2019,4,51,Carol,I went over
